"CUSTOMER_ID","BOOKING_ID","CUSTOMER_TYPE"
304,423,Transient
305,423,Transient
306,423,Transient-Party
307,423,Transient-Party
308,423,Transient-Party
309,423,Transient
310,423,Transient
311,423,Transient-Party
312,423,Transient-Party
313,423,Transient-Party
314,423,Transient-Party
315,423,Transient-Party
316,423,Transient
317,423,Transient
318,423,Transient-Party
319,423,Transient-Party
320,423,Transient-Party
321,424,Transient-Party
322,424,Transient-Party
323,424,Transient-Party
324,424,Transient
325,424,Transient
326,424,Transient-Party
327,424,Transient-Party
328,424,Transient-Party
329,424,Transient
330,424,Transient
331,424,Transient-Party
332,424,Transient-Party
333,424,Transient-Party
334,424,Transient-Party
335,424,Transient-Party
336,424,Transient
337,424,Transient
338,424,Transient-Party
339,424,Transient-Party
340,424,Transient-Party
341,425,Transient-Party
342,425,Transient-Party
343,425,Transient-Party
344,425,Transient
345,425,Transient
346,425,Transient-Party
347,425,Transient-Party
348,425,Transient-Party
349,425,Transient
350,425,Transient
351,425,Transient-Party
352,425,Transient-Party
353,425,Transient-Party
354,425,Transient-Party
355,425,Transient-Party
356,425,Transient
357,425,Transient
358,425,Transient-Party
359,425,Transient-Party
360,425,Transient-Party
361,426,Transient-Party
362,426,Transient-Party
363,426,Transient-Party
364,426,Transient
365,426,Transient
366,426,Transient-Party
367,426,Transient-Party
368,426,Transient-Party
369,426,Transient
370,426,Transient
371,426,Transient-Party
372,426,Transient-Party
373,426,Transient-Party
374,426,Transient-Party
375,426,Transient-Party
376,426,Transient
377,426,Transient
378,426,Transient-Party
379,426,Transient-Party
380,426,Transient-Party
381,427,Transient-Party
382,427,Transient-Party
383,427,Transient-Party
384,427,Transient
385,427,Transient
386,427,Transient-Party
387,427,Transient-Party
388,427,Transient-Party
389,427,Transient
390,427,Transient
391,427,Transient-Party
392,427,Transient-Party
393,427,Transient-Party
394,427,Transient-Party
395,427,Transient-Party
396,427,Transient
397,427,Transient
398,427,Transient-Party
399,427,Transient-Party
400,427,Transient-Party
401,428,Transient-Party
402,428,Transient-Party
403,428,Transient-Party
404,428,Transient
405,428,Transient
406,428,Transient-Party
407,428,Transient-Party
408,428,Transient-Party
409,428,Transient
410,428,Transient
411,428,Transient-Party
412,428,Transient-Party
413,428,Transient-Party
414,428,Transient-Party
415,428,Transient-Party
416,428,Transient
417,428,Transient
418,428,Transient-Party
419,428,Transient-Party
420,428,Transient-Party
421,429,Transient-Party
422,429,Transient-Party
423,429,Transient-Party
424,429,Transient
425,429,Transient
426,429,Transient-Party
427,429,Transient-Party
428,429,Transient-Party
429,429,Transient
430,429,Transient
431,429,Transient-Party
432,429,Transient-Party
433,429,Transient-Party
434,429,Transient-Party
435,429,Transient-Party
436,429,Transient
437,429,Transient
438,429,Transient-Party
439,429,Transient-Party
440,429,Transient-Party
441,430,Transient-Party
442,430,Transient-Party
443,430,Transient-Party
444,430,Transient
445,430,Transient
446,430,Transient-Party
447,430,Transient-Party
448,430,Transient-Party
449,430,Transient
450,430,Transient
451,430,Transient-Party
452,430,Transient-Party
453,430,Transient-Party
454,430,Transient-Party
455,430,Transient-Party
456,430,Transient
457,430,Transient
458,430,Transient-Party
459,430,Transient-Party
460,430,Transient-Party
461,431,Transient-Party
462,431,Transient-Party
463,431,Transient-Party
464,431,Transient
465,431,Transient
466,431,Transient-Party
467,431,Transient-Party
468,431,Transient-Party
469,431,Transient
470,431,Transient
471,431,Transient-Party
472,431,Transient-Party
473,431,Transient-Party
474,431,Transient-Party
475,431,Transient-Party
476,431,Transient
477,431,Transient
478,431,Transient-Party
479,431,Transient-Party
480,431,Transient-Party
481,432,Transient-Party
482,432,Transient-Party
483,432,Transient-Party
484,432,Transient
485,432,Transient
486,432,Transient-Party
487,432,Transient-Party
488,432,Transient-Party
489,432,Transient
490,432,Transient
491,432,Transient-Party
492,432,Transient-Party
493,432,Transient-Party
494,432,Transient-Party
495,432,Transient-Party
496,432,Transient
497,432,Transient
498,432,Transient-Party
499,432,Transient-Party
500,432,Transient-Party
501,433,Transient-Party
502,433,Transient-Party
503,433,Transient-Party
504,433,Transient
505,433,Transient
506,433,Transient-Party
507,433,Transient-Party
508,433,Transient-Party
509,433,Transient
510,433,Transient
511,433,Transient-Party
512,433,Transient-Party
513,433,Transient-Party
514,433,Transient-Party
515,433,Transient-Party
516,433,Transient
517,433,Transient
518,433,Transient-Party
519,433,Transient-Party
520,433,Transient-Party
521,434,Transient-Party
522,434,Transient-Party
523,434,Transient-Party
524,434,Transient
525,434,Transient
526,434,Transient-Party
527,434,Transient-Party
528,434,Transient-Party
529,434,Transient
530,434,Transient
531,434,Transient-Party
532,434,Transient-Party
533,434,Transient-Party
534,434,Transient-Party
535,434,Transient-Party
536,434,Transient
537,434,Transient
538,434,Transient-Party
539,434,Transient-Party
540,434,Transient-Party
541,439,Transient
542,439,Transient
543,439,Transient
544,439,Transient
545,439,Transient
546,440,Transient
547,441,Transient
548,441,Transient
549,441,Transient
550,441,Transient
551,441,Transient
552,357,Transient
553,361,Transient
554,361,Contract
555,364,Transient
556,364,Transient
557,364,Transient
558,366,Transient
559,368,Transient
560,368,Contract
561,375,Transient
562,375,Transient
563,380,Transient
564,381,Transient
565,381,Transient
566,384,Transient
567,395,Transient-Party
568,395,Transient-Party
569,396,Transient-Party
570,396,Transient-Party
571,411,Transient
572,411,Transient
573,412,Transient
574,448,Transient
575,448,Transient
576,448,Transient
577,455,Transient
578,455,Transient
579,458,Transient
580,458,Transient
581,459,Transient
582,467,Transient
583,473,Transient
584,473,Transient
585,473,Transient
586,473,Transient
587,473,Transient
588,490,Transient
589,492,Transient
590,492,Transient
591,493,Transient
592,493,Transient
593,507,Transient
594,507,Transient
595,507,Transient
596,507,Transient
597,507,Transient
598,513,Transient
599,519,Transient
600,522,Transient
601,524,Transient
602,529,Transient
603,530,Transient
604,530,Transient
605,534,Transient
606,534,Transient
607,535,Transient
608,535,Transient-Party
609,535,Transient-Party
610,535,Transient
611,537,Transient
612,537,Transient-Party
613,537,Transient-Party
614,537,Transient
615,541,Transient
616,544,Transient
617,548,Transient
618,551,Transient
619,551,Transient
620,558,Transient
621,558,Transient
622,563,Transient
623,563,Transient
624,565,Transient
625,567,Transient
626,569,Transient
627,569,Transient
628,569,Transient
629,570,Transient
630,570,Transient
631,570,Transient
632,576,Transient
633,576,Transient
634,587,Transient
635,601,Transient
636,604,Transient
637,605,Transient
638,610,Transient
639,610,Transient
640,612,Transient
641,612,Transient
642,620,Transient
643,643,Transient
644,647,Transient
645,649,Transient
646,664,Transient
647,664,Transient
648,672,Transient
649,672,Transient
650,674,Transient
651,674,Transient
652,675,Transient
653,675,Transient
654,681,Transient
655,682,Transient
656,682,Transient
657,682,Transient
658,687,Transient
659,687,Transient
660,687,Transient
661,688,Transient
662,692,Transient
663,692,Transient
664,692,Transient
665,701,Transient
666,711,Transient-Party
667,711,Transient
668,711,Transient-Party
669,711,Transient
670,711,Transient
671,711,Transient-Party
672,713,Transient
673,713,Transient
674,713,Transient
675,713,Transient
676,713,Transient
677,714,Transient
678,716,Transient
679,716,Transient
680,716,Transient
681,716,Transient
682,716,Transient
683,718,Transient
684,718,Transient
685,731,Transient
686,733,Transient
687,733,Transient
688,737,Transient
689,737,Transient
690,738,Transient
691,738,Transient
692,739,Transient
693,745,Transient
694,745,Transient
695,750,Transient
696,750,Transient
697,752,Transient
698,759,Transient
699,761,Transient
700,761,Contract
701,761,Transient
702,762,Transient
703,762,Contract
704,762,Transient
705,764,Transient
706,765,Transient
707,766,Transient
708,768,Transient
709,768,Transient
710,769,Transient
711,769,Transient
712,772,Transient
713,773,Transient
714,773,Contract
715,773,Transient
716,780,Transient
717,780,Transient
718,780,Transient
719,780,Transient
720,781,Transient
721,782,Transient
722,782,Transient
723,782,Transient
724,782,Transient
725,783,Transient
726,783,Transient
727,784,Transient
728,784,Transient
729,784,Transient
730,784,Transient
731,785,Transient
732,785,Transient
733,785,Transient
734,785,Transient
735,790,Transient
736,792,Transient
737,798,Transient
738,800,Transient
739,800,Transient
740,800,Transient
741,800,Transient
742,805,Transient
743,805,Transient
744,808,Transient
745,808,Transient
746,810,Transient
747,812,Transient-Party
748,812,Transient-Party
749,813,Transient-Party
750,813,Transient-Party
751,814,Transient
752,814,Transient
753,815,Contract
754,817,Transient
755,817,Transient
756,817,Transient
757,825,Transient
758,827,Transient
759,830,Transient
760,830,Transient
761,830,Transient
762,839,Transient
763,842,Contract
764,851,Transient
765,852,Transient
766,852,Transient
767,852,Transient
768,856,Transient
769,856,Transient
770,863,Transient
771,863,Transient
772,870,Transient
773,873,Transient
774,873,Transient
775,874,Transient
776,874,Transient
777,883,Transient
778,887,Transient
779,893,Transient
780,894,Transient
781,896,Transient
782,896,Transient
783,896,Transient
784,896,Transient
785,904,Transient-Party
786,904,Transient-Party
787,906,Transient-Party
788,906,Transient-Party
789,907,Transient
790,908,Transient
791,908,Transient
792,908,Transient
793,910,Transient
794,910,Transient
795,910,Transient
796,912,Transient
797,912,Transient
798,912,Transient
799,917,Transient
800,918,Transient
801,920,Transient
802,923,Transient
803,929,Transient
804,931,Transient
805,936,Transient
806,942,Transient
807,945,Transient
808,952,Transient
809,953,Transient-Party
810,953,Transient-Party
811,954,Transient-Party
812,954,Transient-Party
813,955,Transient
814,955,Transient
815,956,Transient
816,958,Transient
817,958,Transient
818,960,Transient
819,960,Transient
820,962,Transient
821,964,Transient
822,964,Transient
823,969,Transient
824,969,Transient
825,969,Transient
826,969,Transient
827,970,Transient
828,970,Transient
829,971,Transient
830,971,Transient
831,971,Transient
832,971,Transient
833,1893,Transient
834,973,Transient
835,975,Transient
836,975,Transient
837,975,Transient
838,975,Transient
839,977,Transient
840,977,Transient
841,977,Transient
842,977,Transient
843,982,Transient
844,984,Transient
845,984,Transient
846,986,Transient
847,986,Transient
848,989,Transient
849,991,Transient
850,991,Transient
851,991,Transient
852,994,Transient
853,1000,Transient
854,1011,Transient
855,1011,Transient
856,1012,Transient
857,1012,Transient
858,1015,Transient
859,1016,Transient
860,1016,Transient
861,1019,Transient
862,1019,Transient
863,1021,Transient
864,1021,Transient
865,1023,Transient
866,1032,Transient
867,1033,Transient
868,1033,Transient
869,1038,Transient
870,1040,Transient
871,1040,Transient
872,1048,Transient
873,1050,Transient
874,1053,Transient
875,1053,Transient
876,1055,Transient
877,1058,Transient
878,1058,Transient
879,1060,Transient-Party
880,1060,Transient-Party
881,1060,Transient
882,1060,Transient-Party
883,1062,Transient-Party
884,1062,Transient-Party
885,1062,Transient
886,1062,Transient-Party
887,1064,Transient
888,1071,Transient-Party
889,1071,Transient-Party
890,1071,Transient-Party
891,1073,Transient
892,1078,Transient
893,1081,Transient
894,1081,Transient
895,1081,Transient
896,1081,Transient
897,1083,Transient
898,1083,Transient
899,1083,Transient
900,1083,Transient
901,1085,Transient
902,1089,Transient
903,1089,Transient
904,1091,Transient
905,1091,Transient
906,1095,Transient
907,1095,Transient
908,1095,Transient-Party
909,1095,Transient
910,1095,Transient-Party
911,1095,Transient
912,1096,Transient
913,1096,Transient
914,1096,Transient-Party
915,1096,Transient
916,1096,Transient-Party
917,1096,Transient
918,1097,Transient
919,1097,Transient
920,1097,Transient-Party
921,1097,Transient
922,1097,Transient-Party
923,1097,Transient
924,1098,Transient
925,1098,Transient
926,1098,Transient-Party
927,1098,Transient
928,1098,Transient-Party
929,1098,Transient
930,1099,Transient
931,1099,Transient
932,1099,Transient-Party
933,1099,Transient
934,1099,Transient-Party
935,1099,Transient
936,1105,Transient
937,1105,Transient
938,1105,Transient-Party
939,1105,Transient
940,1105,Transient-Party
941,1105,Transient
942,1108,Transient
943,1108,Transient
944,1113,Transient
945,1119,Transient
946,1119,Transient
947,1119,Transient
948,1120,Transient
949,1122,Transient
950,1122,Transient
951,1122,Transient
952,1135,Transient
953,1135,Transient
954,1135,Transient
955,1138,Transient
956,1144,Transient
957,1149,Transient
958,1068,Transient
959,1068,Transient
960,1069,Transient-Party
961,1069,Transient-Party
962,1069,Transient-Party
963,1070,Transient-Party
964,1070,Transient-Party
965,1070,Transient-Party
966,1160,Transient
967,1160,Transient
968,1160,Transient
969,1161,Transient
970,1161,Transient
971,1161,Transient
972,1161,Transient
973,1162,Transient
974,1162,Transient
975,1162,Transient
976,1162,Transient
977,1165,Transient
978,1169,Transient
979,1169,Transient
980,1169,Transient
981,1169,Transient
982,1171,Transient
983,1171,Transient
984,1171,Transient
985,1171,Transient
986,1173,Transient
987,1173,Transient
988,1173,Transient
989,1173,Transient
990,1183,Transient-Party
991,1183,Transient-Party
992,1204,Transient
993,1207,Transient
994,1207,Transient-Party
995,1207,Transient-Party
996,1208,Transient
997,1208,Transient-Party
998,1208,Transient-Party
999,1209,Transient
1000,1209,Transient-Party
1001,1209,Transient-Party
1002,1213,Transient
1003,1213,Transient
1004,1218,Transient
1005,1220,Transient
1006,1229,Transient
1007,1231,Transient
1008,1231,Transient
1009,1232,Transient
1010,1233,Transient
1011,1233,Transient
1012,1234,Transient
1013,1234,Transient
1014,1156,Transient
1015,1156,Transient
1016,1156,Transient
1017,1156,Transient
1018,1157,Group
1019,1250,Transient
1020,1252,Transient
1021,1254,Transient
1022,1254,Transient
1023,1258,Transient
1024,1258,Transient
1025,1268,Transient
1026,1271,Transient
1027,1282,Transient
1028,1282,Transient
1029,1296,Transient
1030,1298,Transient
1031,1298,Transient
1032,1299,Transient
1033,1300,Transient
1034,1309,Transient
1035,1310,Transient
1036,1314,Transient
1037,1316,Transient
1038,1316,Transient
1039,1316,Transient
1040,1319,Transient
1041,1241,Transient
1042,1242,Transient
1043,1242,Transient
1044,1244,Transient
1045,1244,Transient
1046,1245,Transient
1047,1245,Transient
1048,1247,Transient
1049,1341,Transient
1050,1341,Transient
1051,1345,Transient
1052,1348,Transient
1053,1349,Transient
1054,1350,Transient
1055,1352,Transient
1056,1360,Transient
1057,1361,Transient
1058,1361,Transient
1059,1362,Transient
1060,1362,Transient
1061,1369,Transient
1062,1369,Transient
1063,1373,Transient
1064,1373,Transient
1065,1374,Transient
1066,1375,Transient
1067,1375,Contract
1068,1377,Transient
1069,1377,Transient
1070,1385,Transient
1071,1385,Contract
1072,1389,Transient-Party
1073,1389,Transient
1074,1389,Transient-Party
1075,1390,Transient-Party
1076,1390,Transient
1077,1390,Transient-Party
1078,1391,Transient-Party
1079,1391,Transient
1080,1391,Transient-Party
1081,1393,Transient
1082,1395,Transient
1083,1395,Transient
1084,1398,Transient
1085,1398,Transient
1086,1401,Transient
1087,1401,Transient
1088,1407,Transient
1089,1408,Transient
1090,1410,Transient
1091,1410,Transient
1092,1412,Transient
1093,1412,Transient
1094,1330,Transient
1095,1334,Transient
1096,1427,Transient
1097,1430,Transient
1098,1430,Transient
1099,1430,Transient
1100,1434,Transient
1101,1434,Transient
1102,1435,Transient-Party
1103,1435,Transient-Party
1104,1435,Transient
1105,1435,Transient
1106,1436,Transient
1107,1442,Transient
1108,1444,Transient
1109,1445,Transient
1110,1446,Transient
1111,1447,Transient
1112,1447,Transient
1113,1448,Transient
1114,1448,Transient
1115,1450,Transient
1116,1454,Transient
1117,1457,Transient
1118,1458,Transient
1119,1464,Transient
1120,1465,Transient
1121,1465,Transient
1122,1466,Transient
1123,1471,Transient
1124,1473,Transient
1125,1473,Transient
1126,1474,Transient
1127,1475,Transient
1128,1475,Transient
1129,1481,Transient
1130,1484,Transient
1131,1485,Transient
1132,1499,Transient
1133,1417,Transient
1134,1417,Transient
1135,1424,Transient
1136,1519,Transient-Party
1137,1519,Transient
1138,1519,Transient-Party
1139,1520,Transient
1140,1521,Transient-Party
1141,1521,Transient
1142,1521,Transient-Party
1143,1528,Transient-Party
1144,1528,Transient
1145,1528,Transient-Party
1146,1531,Transient-Party
1147,1531,Transient-Party
1148,1531,Transient-Party
1149,1531,Transient
1150,1531,Transient-Party
1151,1531,Transient-Party
1152,1531,Transient-Party
1153,1531,Transient-Party
1154,1532,Transient-Party
1155,1532,Transient-Party
1156,1532,Transient-Party
1157,1532,Transient
1158,1532,Transient-Party
1159,1532,Transient-Party
1160,1532,Transient-Party
1161,1532,Transient-Party
1162,1534,Transient-Party
1163,1534,Transient-Party
1164,1534,Transient-Party
1165,1534,Transient
1166,1534,Transient-Party
1167,1534,Transient-Party
1168,1534,Transient-Party
1169,1534,Transient-Party
1170,1535,Transient
1171,1535,Contract
1172,1535,Contract
1173,1535,Transient
1174,1535,Contract
1175,1536,Transient-Party
1176,1536,Transient-Party
1177,1536,Transient-Party
1178,1536,Transient
1179,1536,Transient-Party
1180,1536,Transient-Party
1181,1536,Transient-Party
1182,1536,Transient-Party
1183,1537,Transient-Party
1184,1537,Transient-Party
1185,1537,Transient-Party
1186,1537,Transient
1187,1537,Transient-Party
1188,1537,Transient-Party
1189,1537,Transient-Party
1190,1537,Transient-Party
1191,1538,Transient-Party
1192,1538,Transient-Party
1193,1538,Transient-Party
1194,1538,Transient
1195,1538,Transient-Party
1196,1538,Transient-Party
1197,1538,Transient-Party
1198,1538,Transient-Party
1199,1541,Transient
1200,1541,Contract
1201,1541,Contract
1202,1541,Transient
1203,1541,Contract
1204,1542,Transient
1205,1542,Contract
1206,1542,Contract
1207,1542,Transient
1208,1542,Contract
1209,1543,Transient
1210,1543,Contract
1211,1543,Contract
1212,1543,Transient
1213,1543,Contract
1214,1544,Transient
1215,1544,Contract
1216,1544,Contract
1217,1544,Transient
1218,1544,Contract
1219,1545,Transient-Party
1220,1545,Transient-Party
1221,1545,Transient-Party
1222,1545,Transient
1223,1546,Transient-Party
1224,1546,Transient-Party
1225,1546,Transient-Party
1226,1546,Transient
1227,1547,Transient-Party
1228,1547,Transient-Party
1229,1548,Transient
1230,1549,Transient-Party
1231,1549,Transient-Party
1232,1550,Contract
1233,1560,Transient-Party
1234,1564,Transient
1235,1565,Transient
1236,1565,Transient
1237,1566,Contract
1238,1566,Transient
1239,1566,Transient
1240,1576,Contract
1241,1576,Transient
1242,1576,Transient
1243,1579,Transient
1244,1583,Transient
1245,1583,Transient
1246,1608,Transient
1247,1617,Transient
1248,1617,Transient
1249,1619,Transient
1250,1619,Transient
1251,1624,Transient
1252,1629,Transient
1253,1630,Transient
1254,1631,Transient
1255,1631,Transient
1256,1635,Transient
1257,1635,Transient
1258,1639,Transient
1259,1640,Contract
1260,1643,Transient
1261,1645,Transient
1262,1648,Transient
1263,1649,Transient
1264,1649,Transient
1265,1651,Transient
1266,1654,Transient
1267,1657,Transient
1268,1658,Transient
1269,1659,Transient
1270,1666,Transient
1271,1667,Contract
1272,1669,Transient
1273,1589,Transient
1274,1589,Contract
1275,1592,Transient
1276,1596,Transient
1277,1596,Contract
1278,1602,Transient
1279,1602,Transient
1280,1603,Transient
1281,1706,Transient
1282,1714,Transient
1283,1717,Contract
1284,1717,Transient
1285,1718,Transient
1286,1720,Transient
1287,1721,Contract
1288,1725,Transient
1289,1733,Transient
1290,1741,Contract
1291,1679,Contract
1292,1680,Transient
1293,1688,Transient
1294,1787,Transient
1295,1787,Transient
1296,1788,Transient
1297,1790,Transient
1298,1792,Transient
1299,1792,Transient
1300,1793,Transient
1301,1795,Transient
1302,1796,Transient
1303,1810,Transient
1304,1817,Transient
1305,1758,Transient
1306,1759,Transient
1307,1766,Transient
1308,1772,Contract
1309,1774,Transient
1310,1775,Contract
1311,1776,Transient
1312,1780,Transient
1313,1782,Transient
1314,1878,Transient
1315,1879,Transient
1316,1879,Transient
1317,1880,Transient
1318,1880,Transient
1319,1881,Transient
1320,1892,Transient
1321,1895,Transient
1322,1901,Transient
1323,1922,Transient
1324,1845,Transient
1325,1845,Transient
1326,1851,Transient
1327,1852,Transient
1328,1854,Transient
1329,1855,Transient
1330,1856,Contract
1331,1857,Contract
1332,1857,Contract
1333,1857,Contract
1334,1857,Contract
1335,1857,Contract
1336,1857,Contract
1337,1857,Contract
1338,1857,Contract
1339,1857,Contract
1340,1857,Contract
1341,1857,Contract
1342,1871,Transient
1343,1871,Transient
1344,1961,Transient
1345,1971,Group
1346,1971,Transient
1347,1971,Transient
1348,1975,Group
1349,1975,Transient
1350,1975,Transient
1351,1978,Transient
1352,1982,Transient
1353,1982,Transient
1354,1983,Transient
1355,1983,Transient
1356,1986,Transient
1357,1986,Transient
1358,1987,Transient
1359,1989,Transient
1360,1989,Transient
1361,1997,Transient
1362,2001,Transient
1363,2003,Transient
1364,1926,Transient
1365,1941,Transient
1366,1942,Transient
1367,1950,Transient
1368,1950,Transient
1369,1950,Transient
1370,1951,Transient
1371,1951,Transient
1372,1951,Transient
1373,1956,Transient
1374,1959,Contract
1375,1960,Transient
1376,2051,Transient
1377,2051,Transient
1378,2059,Transient
1379,2076,Transient
1380,2077,Transient
1381,2078,Transient
1382,2081,Transient
1383,2087,Contract
1384,2012,Transient
1385,2012,Contract
1386,2015,Transient
1387,2015,Contract
1388,2022,Transient
1389,2023,Transient
1390,2038,Transient
1391,2042,Contract
1392,2043,Transient
1393,2047,Transient
1394,2139,Transient
1395,2139,Transient
1396,2139,Transient
1397,2141,Transient
1398,2141,Transient
1399,2141,Transient
1400,2146,Transient-Party
1401,2146,Transient-Party
1402,2146,Transient-Party
1403,2146,Transient
1404,2146,Transient-Party
1405,2146,Transient-Party
1406,2147,Transient-Party
1407,2147,Transient-Party
1408,2147,Transient-Party
1409,2147,Transient
1410,2147,Transient-Party
1411,2147,Transient-Party
1412,2148,Transient-Party
1413,2148,Transient-Party
1414,2148,Transient-Party
1415,2148,Transient
1416,2148,Transient-Party
1417,2148,Transient-Party
1418,2151,Transient-Party
1419,2151,Transient-Party
1420,2151,Transient-Party
1421,2151,Transient
1422,2151,Transient-Party
1423,2151,Transient-Party
1424,2152,Transient-Party
1425,2152,Transient-Party
1426,2152,Transient-Party
1427,2152,Transient
1428,2152,Transient-Party
1429,2152,Transient-Party
1430,2155,Transient
1431,2159,Transient
1432,2160,Transient
1433,2164,Transient
1434,2167,Transient
1435,2170,Transient
1436,2172,Transient
1437,2172,Transient
1438,2172,Transient
1439,2172,Transient
1440,2174,Group
1441,2098,Transient
1442,2100,Contract
1443,2100,Contract
1444,2102,Contract
1445,2102,Transient
1446,2102,Transient
1447,2102,Transient
1448,2105,Contract
1449,2105,Contract
